observed_on,updated_at,num_identification_agreements,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,scientific_name,common_name
9/28/2021,2021-09-28 17:03:34 UTC,1,"Lower Arroyo Park, Pasadena, CA, US",34.14416253,-118.1659692,9,9,Quercus agrifolia,coast live oak
9/28/2021,2021-11-29 01:04:32 UTC,0,"Lower Arroyo Park, Pasadena, CA, US",34.1366196,-118.167135,9,9,Quercus agrifolia,coast live oak
9/27/2021,2024-09-21 00:36:48 UTC,1,"Valencia, Santa Clarita, CA, USA",34.39209658,-118.5670807,274,274,Quercus agrifolia,coast live oak
9/28/2021,2021-10-16 15:00:09 UTC,1,"La Tuna Canyon Park, Los Angeles, CA, US",34.23261038,-118.3114513,138,138,Quercus agrifolia,coast live oak
9/22/2021,2021-09-29 17:34:49 UTC,0,"South Arroyo, Pasadena, CA, USA",34.13905396,-118.1667218,4,4,Quercus agrifolia,coast live oak
9/29/2021,2021-09-29 16:23:36 UTC,0,"N Arroyo Blvd, Pasadena, CA, US",34.14727267,-118.1648166,65,65,Quercus agrifolia,coast live oak
9/29/2021,2021-09-29 16:43:13 UTC,0,"Rancho Los Cerritos, Long Beach, CA, US",33.83981333,-118.1959283,65,65,Quercus agrifolia,coast live oak
9/29/2021,2021-09-29 19:20:45 UTC,1,"Rancho Los Cerritos, Long Beach, CA, US",33.83978064,-118.1959326,65,65,Quercus agrifolia,coast live oak
9/29/2021,2022-01-25 21:54:04 UTC,1,"Windsong, Torrance, CA 90503, USA",33.8284654,-118.3413654,25,25,Quercus agrifolia,coast live oak
9/29/2021,2021-09-30 05:06:46 UTC,1,"Lower Arroyo Park, Pasadena, CA, US",34.14310996,-118.1675171,8,8,Quercus agrifolia,coast live oak
9/29/2021,2021-09-30 02:14:45 UTC,0,"Lower Arroyo Park, Pasadena, CA, US",34.13847783,-118.1666195,5,5,Quercus agrifolia,coast live oak
9/30/2021,2021-09-30 16:41:36 UTC,0,"Westchester, Los Angeles, CA, USA",33.9708134,-118.4151352,15,15,Quercus agrifolia,coast live oak
9/30/2021,2022-09-06 07:23:55 UTC,2,"Harvey Mudd College, Claremont, CA, US",34.10559066,-117.7074367,4,4,Quercus agrifolia,coast live oak
10/1/2021,2021-10-03 05:04:07 UTC,2,"Griffith Park, Los Angeles, CA, US",34.1327494,-118.2836511,24,24,Quercus agrifolia,coast live oak
10/2/2021,2021-10-03 19:00:07 UTC,1,"Santa Monica Mountains National Recreation Area, Los Angeles, CA, US",34.07716816,-118.5110328,57,57,Quercus agrifolia,coast live oak
10/3/2021,2022-01-25 22:13:05 UTC,1,"Marshall Canyon Regional Park, La Verne, CA, US",34.15521667,-117.7371883,4,4,Quercus agrifolia,coast live oak
10/4/2021,2021-10-20 23:01:35 UTC,0,"Natural History Museum Of Los Angeles County, Los Angeles, CA, US",34.01731918,-118.2884026,14,14,Quercus agrifolia,coast live oak
10/4/2021,2021-10-04 23:19:26 UTC,0,"Natural History Museum Of Los Angeles County, Los Angeles, CA, US",34.01761667,-118.2882833,16,16,Quercus agrifolia,coast live oak
10/4/2021,2021-10-22 19:32:28 UTC,1,"Colorado Lagoon, Long Beach, CA, US",33.77335601,-118.1327023,3,3,Quercus agrifolia,coast live oak
10/5/2021,2021-10-05 16:26:02 UTC,0,"Lower Arroyo Park Area, Pasadena, CA, US",34.14251793,-118.1671126,16,16,Quercus agrifolia,coast live oak
9/14/2021,2021-10-07 04:59:30 UTC,0,"Lower Arroyo Park, Pasadena, CA, US",34.14251992,-118.1670316,8,8,Quercus agrifolia,coast live oak
10/5/2021,2021-10-05 17:52:56 UTC,0,"Lower Arroyo Park Area, Pasadena, CA, US",34.13670831,-118.1667582,4,4,Quercus agrifolia,coast live oak
10/5/2021,2021-10-05 18:20:03 UTC,0,"N Arroyo Blvd, Pasadena, CA, US",34.14739982,-118.1652359,3,3,Quercus agrifolia,coast live oak
10/5/2021,2021-10-06 17:14:12 UTC,2,"Lower Arroyo Park Area, Pasadena, CA, US",34.136775,-118.16697,4,4,Quercus agrifolia,coast live oak
9/29/2021,2021-10-06 04:38:58 UTC,0,"Los Angeles County, US-CA, US",34.13617964,-118.1672481,6,6,Quercus agrifolia,coast live oak
9/18/2021,2023-07-08 06:13:54 UTC,0,"Los Angeles County, CA, USA",34.10207114,-118.7068674,247,247,Quercus agrifolia,coast live oak
10/6/2021,2021-10-06 17:31:59 UTC,0,"Lower Arroyo Park Area, Pasadena, CA, US",34.13738423,-118.1676303,4,4,Quercus agrifolia,coast live oak
10/5/2021,2021-10-07 18:12:21 UTC,2,"Lower Arroyo Park Area, Pasadena, CA, US",34.1422604,-118.167045,1271,1271,Quercus agrifolia,coast live oak
10/7/2021,2021-10-07 15:11:40 UTC,0,"Yarden Pl, La Cañada Flintridge, CA, US",34.18054341,-118.1861482,5,5,Quercus agrifolia,coast live oak
10/7/2021,2023-03-18 00:12:09 UTC,2,"University of California, Los Angeles, Los Angeles, CA, US",34.07473412,-118.4549697,5,5,Quercus agrifolia,coast live oak
10/7/2021,2023-03-10 19:38:14 UTC,1,"University of California, Los Angeles, Los Angeles, CA, US",34.07316817,-118.4551289,10,10,Quercus agrifolia,coast live oak
9/21/2021,2021-10-07 20:25:24 UTC,0,"Pasadena, CA 91105, USA",34.14748096,-118.166014,116,116,Quercus agrifolia,coast live oak
9/26/2021,2021-10-07 20:35:26 UTC,0,"N Arroyo Blvd, Pasadena, CA, US",34.14760833,-118.1655112,4,4,Quercus agrifolia,coast live oak
9/21/2021,2021-10-07 21:24:51 UTC,0,Rose Bowl Aquatics Center,34.12964311,-118.1655677,265,265,Quercus agrifolia,coast live oak
10/2/2021,2021-10-08 07:16:15 UTC,0,"Los Angeles, CA, USA",34.08876086,-118.5112183,435,435,Quercus agrifolia,coast live oak
10/8/2021,2021-10-09 05:18:00 UTC,1,"Wilacre Park, Los Angeles, CA, US",34.13388333,-118.39737,4,4,Quercus agrifolia,coast live oak
10/8/2021,2021-10-08 23:54:16 UTC,1,"Wilacre Park, Los Angeles, CA, US",34.13343333,-118.3937133,4,4,Quercus agrifolia,coast live oak
10/8/2021,2021-10-08 19:51:10 UTC,1,"Wilacre Park, Los Angeles, CA, US",34.13388333,-118.39737,4,4,Quercus agrifolia,coast live oak
10/8/2021,2021-10-09 03:42:40 UTC,1,"Wilacre Park, Los Angeles, CA, US",34.1337055,-118.3926867,4,4,Quercus agrifolia,coast live oak
10/8/2021,2021-10-09 05:37:57 UTC,1,"Wilacre Park, Los Angeles, CA, US",34.13389717,-118.3931283,4,4,Quercus agrifolia,coast live oak
10/8/2021,2021-10-13 12:11:08 UTC,2,"Wilacre Park, Los Angeles, CA, US",34.1334195,-118.3937133,4,4,Quercus agrifolia,coast live oak
10/8/2021,2021-11-03 16:13:06 UTC,2,"Wilacre Park, Los Angeles, CA, US",34.13336117,-118.39367,147,147,Quercus agrifolia,coast live oak
10/9/2021,2023-01-10 11:59:09 UTC,1,"McCambridge Park & Recreation Center, Burbank, CA, US",34.19263266,-118.3198233,4,4,Quercus agrifolia,coast live oak
10/9/2021,2021-10-16 14:59:53 UTC,1,"Fullerton Rd, La Habra Heights, CA, US",33.9659353,-117.9187357,85,85,Quercus agrifolia,coast live oak
10/9/2021,2021-10-10 22:42:17 UTC,0,"N Arroyo Blvd, 帕萨迪纳, CA, US",34.14704458,-118.1647175,65,65,Quercus agrifolia,coast live oak
10/9/2021,2022-01-03 18:28:14 UTC,1,"Universal Studios Hollywood, Los Angeles, CA, US",34.13873333,-118.3537217,17,17,Quercus agrifolia,coast live oak
10/9/2021,2021-10-25 21:41:56 UTC,1,"Wilacre Park, Los Angeles, CA, US",34.13317217,-118.403145,4,4,Quercus agrifolia,coast live oak
9/8/2021,2021-10-10 20:24:28 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.1468,-118.1644445,65,65,Quercus agrifolia,coast live oak
10/10/2021,2022-05-26 07:05:32 UTC,1,"Marshall Canyon Regional Park, La Verne, CA, US",34.1517,-117.744745,4,4,Quercus agrifolia,coast live oak
10/10/2021,2021-10-11 03:34:42 UTC,0,"CA-134 E, Pasadena, CA, US",34.14541591,-118.1645178,9,9,Quercus agrifolia,coast live oak
10/7/2021,2022-05-26 07:05:03 UTC,1,"Miller Ranch Rd, Claremont, CA, US",34.14482416,-117.7415198,218,218,Quercus agrifolia,coast live oak
10/11/2021,2022-03-16 14:04:49 UTC,1,"W Loma Alta Dr, Altadena, CA, US",34.20618078,-118.1660551,204,204,Quercus agrifolia,coast live oak
9/15/2021,2021-10-11 23:30:51 UTC,1,"Lower Arroyo Park Area, Pasadena, CA, US",34.1373555,-118.16755,4,4,Quercus agrifolia,coast live oak
10/6/2021,2021-10-12 18:04:19 UTC,1,"La Casita Del Arroyo, Pasadena, CA, US",34.14175341,-118.1667509,4,4,Quercus agrifolia,coast live oak
10/12/2021,2021-10-15 05:37:43 UTC,1,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",34.31601334,-117.8422318,20,20,Quercus agrifolia,coast live oak
10/13/2021,2021-10-13 16:55:31 UTC,0,"South Arroyo, Pasadena, CA, USA",34.14148231,-118.1663572,19,19,Quercus agrifolia,coast live oak
10/13/2021,2021-10-13 17:00:51 UTC,0,"South Arroyo, Pasadena, CA, USA",34.14147773,-118.1664017,15,15,Quercus agrifolia,coast live oak
10/13/2021,2021-10-15 05:11:49 UTC,1,"Griffith Park, Los Angeles, CA, US",34.12764413,-118.2740928,10,10,Quercus agrifolia,coast live oak
10/13/2021,2021-10-15 21:23:07 UTC,2,"North Arroyo, Pasadena, CA, USA",34.20366442,-118.166137,193,193,Quercus agrifolia,coast live oak
10/12/2021,2021-11-07 03:41:48 UTC,2,"N Arroyo Blvd, Pasadena, CA, US",34.20543306,-118.165915,4,4,Quercus agrifolia,coast live oak
10/14/2021,2021-10-14 13:22:20 UTC,0,"Eddie Park, South Pasadena, CA, US",34.10927141,-118.1418009,8,8,Quercus agrifolia,coast live oak
10/14/2021,2023-01-10 12:00:17 UTC,1,"Eddie Park, South Pasadena, CA, US",34.10923416,-118.1417015,65,65,Quercus agrifolia,coast live oak
10/12/2021,2021-10-19 16:17:26 UTC,2,"N Arroyo Blvd, Pasadena, CA, US",34.20542167,-118.1658778,4,4,Quercus agrifolia,coast live oak
10/12/2021,2021-10-19 16:17:14 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.20565333,-118.1662305,4,4,Quercus agrifolia,coast live oak
10/15/2021,2021-10-16 02:35:17 UTC,1,"California Botanic Garden, Claremont, CA, US",34.11336557,-117.7144407,95,95,Quercus agrifolia,coast live oak
10/15/2021,2021-10-15 22:51:04 UTC,0,"California Botanic Garden, Claremont, CA, US",34.11427074,-117.7142687,81,81,Quercus agrifolia,coast live oak
9/7/2021,2021-10-16 16:33:38 UTC,0,"N Arroyo Blvd, Pasadena, CA, US",34.1461055,-118.1645138,16,16,Quercus agrifolia,coast live oak
10/16/2021,2021-10-16 20:51:09 UTC,0,"West Covina, CA, USA",34.06948333,-117.8734194,4,4,Quercus agrifolia,coast live oak
10/16/2021,2021-10-17 14:53:59 UTC,1,"Arleta, Los Angeles, CA, USA",34.25471006,-118.4535404,,,Quercus agrifolia,coast live oak
10/17/2021,2023-07-08 06:52:27 UTC,2,"Kinneloa Mesa, Pasadena, CA, US",34.1806173,-118.0945943,9,9,Quercus agrifolia,coast live oak
10/17/2021,2021-10-18 00:57:04 UTC,0,Los Angeles,34.19555664,-118.6626434,3,3,Quercus agrifolia,coast live oak
10/17/2021,2024-09-21 00:35:45 UTC,1,"Stevenson Ranch, CA 91381, USA",34.39274997,-118.5773392,1983,1983,Quercus agrifolia,coast live oak
10/17/2021,2024-09-21 00:35:37 UTC,1,"Stevenson Ranch, CA 91381, USA",34.39274997,-118.5773392,1983,1983,Quercus agrifolia,coast live oak
10/6/2021,2024-08-31 02:09:11 UTC,1,"Los Angeles County, CA, USA",34.12460621,-118.7548501,8,8,Quercus agrifolia,coast live oak
10/5/2021,2021-10-19 04:20:16 UTC,1,"Lower Arroyo Park Area, Pasadena, CA, US",34.14309094,-118.1673746,1278,1278,Quercus agrifolia,coast live oak
10/5/2021,2021-11-14 23:03:56 UTC,0,"Lower Arroyo Park Area, Pasadena, CA, US",34.13673955,-118.1667701,8,8,Quercus agrifolia,coast live oak
10/19/2021,2021-11-10 02:28:50 UTC,0,"Explorer Rd, Pasadena, CA, US",34.20313333,-118.1663888,11,11,Quercus agrifolia,coast live oak
10/19/2021,2021-10-26 21:09:01 UTC,0,"De Soto Ave, Los Angeles, CA, US",34.25652625,-118.5892114,5,5,Quercus agrifolia,coast live oak
10/19/2021,2021-10-20 05:36:25 UTC,1,"Los Angeles County, US-CA, US",34.202989,-118.166461,,,Quercus agrifolia,coast live oak
10/19/2021,2021-10-20 05:35:24 UTC,1,"Los Angeles County, US-CA, US",34.202989,-118.166461,,,Quercus agrifolia,coast live oak
10/20/2021,2021-10-20 20:38:50 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.20669583,-118.1672496,9,9,Quercus agrifolia,coast live oak
10/20/2021,2022-05-26 07:04:59 UTC,2,"Marshall Canyon Regional Park, La Verne, CA, US",34.14715892,-117.7435857,265,265,Quercus agrifolia,coast live oak
10/20/2021,2021-10-20 17:15:20 UTC,0,"Los Angeles County, US-CA, US",34.20685355,-118.1675617,65,65,Quercus agrifolia,coast live oak
10/20/2021,2021-10-21 04:12:06 UTC,0,"Omaha St, Los Angeles, CA, US",34.1055341,-118.1912049,108,108,Quercus agrifolia,coast live oak
10/20/2021,2022-03-16 06:12:02 UTC,1,"San Dimas Canyon Community Regional Park, San Dimas, CA, US",34.1273122,-117.7941887,184,184,Quercus agrifolia,coast live oak
10/12/2021,2021-10-20 21:39:40 UTC,0,"Brodiaea Reserve, Glendora, CA, US",34.15560554,-117.8444751,8,8,Quercus agrifolia,coast live oak
10/20/2021,2021-11-13 05:12:17 UTC,1,"North Arroyo, Pasadena, CA, USA",34.20937583,-118.169865,,,Quercus agrifolia,coast live oak
10/5/2021,2021-10-21 20:52:01 UTC,0,"Foothills, Glendora, CA, US",34.15174321,-117.8364217,9,9,Quercus agrifolia,coast live oak
10/19/2021,2021-10-21 22:30:13 UTC,1,JPL Bridge,34.20635241,-118.1663439,193,193,Quercus agrifolia,coast live oak
10/19/2021,2021-10-21 22:30:16 UTC,1,JPL Bridge,34.2055799,-118.1666185,193,193,Quercus agrifolia,coast live oak
9/28/2021,2021-10-21 21:52:10 UTC,0,"Big Dalton Canyon Rd, Glendora, CA, US",34.15980315,-117.8256669,12,12,Quercus agrifolia,coast live oak
10/21/2021,2021-10-22 17:58:49 UTC,1,"E Scenic Dr, Monrovia, CA, US",34.16161383,-117.9976667,4,4,Quercus agrifolia,coast live oak
10/22/2021,2021-10-22 18:57:46 UTC,0,"Los Angeles, CA 91604, USA",34.12969548,-118.4054382,6,6,Quercus agrifolia,coast live oak
10/23/2021,2021-10-23 18:41:07 UTC,0,La Cañada Flintridge,34.20213318,-118.2091446,7,7,Quercus agrifolia,coast live oak
10/23/2021,2022-05-25 16:29:12 UTC,1,"Santa Fe Dam Recreational Area, 欧文代尔, CA, US",34.11060823,-117.9442621,4,4,Quercus agrifolia,coast live oak
10/23/2021,2021-10-23 21:56:26 UTC,0,"Los Angeles, CA 90027, USA",34.13327105,-118.2830115,16,16,Quercus agrifolia,coast live oak
10/23/2021,2021-10-24 00:00:49 UTC,0,"Cobal Canyon Motorway, La Verne, CA, US",34.15843883,-117.7328333,4,4,Quercus agrifolia,coast live oak
10/24/2021,2024-11-23 17:47:24 UTC,0,"Topanga State Park, Topanga, CA, US",34.09442079,-118.6009569,22,22,Quercus agrifolia,coast live oak
10/24/2021,2021-10-25 01:08:37 UTC,1,"Cloverleaf Canyon, Monrovia, CA, US",34.16688,-118.01355,4,4,Quercus agrifolia,coast live oak
10/24/2021,2022-10-08 20:08:58 UTC,1,"Tuna Canyon Park, Topanga, CA, US",34.0579195,-118.609345,20,20,Quercus agrifolia,coast live oak
10/24/2021,2021-10-25 05:23:34 UTC,0,"Los Angeles County, CA, USA",34.05783022,-118.6099113,11,11,Quercus agrifolia,coast live oak
10/15/2021,2021-10-25 14:28:23 UTC,0,"Lower Arroyo Park Area, Pasadena, CA, US",34.143425,-118.1661917,4,4,Quercus agrifolia,coast live oak
10/8/2021,2021-10-28 06:44:47 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.14665283,-118.1645195,3,3,Quercus agrifolia,coast live oak
10/25/2021,2021-10-26 01:21:57 UTC,1,"Malibu Creek State Park, Calabasas, CA, US",34.09631383,-118.7171867,4,4,Quercus agrifolia,coast live oak
10/19/2021,2021-10-28 06:40:21 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.20571167,-118.1661138,7,7,Quercus agrifolia,coast live oak
10/19/2021,2022-03-16 06:14:49 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.205895,-118.1662222,11,11,Quercus agrifolia,coast live oak
10/19/2021,2021-10-28 06:37:30 UTC,1,"Canyon Crest Rd, Altadena, CA, US",34.20220833,-118.1612362,1802,1802,Quercus agrifolia,coast live oak
10/26/2021,2021-10-28 06:20:11 UTC,1,"Aliso Canyon Park, Los Angeles, CA, US",34.28215891,-118.5284663,50,50,Quercus agrifolia,coast live oak
10/26/2021,2021-10-28 06:06:57 UTC,1,"Aliso Canyon Park, Los Angeles, CA, US",34.28218181,-118.5282651,65,65,Quercus agrifolia,coast live oak
10/26/2021,2023-08-26 20:15:06 UTC,0,"Aliso Canyon Park, Los Angeles, CA, US",34.28226049,-118.5283615,3,3,Quercus agrifolia,coast live oak
10/26/2021,2023-08-26 20:15:06 UTC,0,"Aliso Canyon Park, Los Angeles, CA, US",34.28227067,-118.5283169,17,17,Quercus agrifolia,coast live oak
10/20/2021,2021-10-28 02:46:23 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.20671674,-118.1672238,227,227,Quercus agrifolia,coast live oak
10/27/2021,2021-10-28 02:39:00 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.20551753,-118.1662818,36,36,Quercus agrifolia,coast live oak
10/27/2021,2021-11-07 21:45:21 UTC,0,"N Arroyo Blvd, Pasadena, CA, US",34.20573433,-118.1660734,6,6,Quercus agrifolia,coast live oak
10/28/2021,2022-05-24 15:14:49 UTC,1,Altadena,34.19097519,-118.1702347,45,45,Quercus agrifolia,coast live oak
10/28/2021,2021-11-03 21:09:35 UTC,0,"The Claremont Colleges, Claremont, CA, US",34.10928659,-117.7114535,5,5,Quercus agrifolia,coast live oak
10/28/2021,2024-12-31 03:11:00 UTC,1,"Westlake, Los Angeles, CA, USA",34.0617409,-118.2577142,,,Quercus agrifolia,coast live oak
10/28/2021,2021-10-29 03:32:47 UTC,1,"Pico Canyon Rd, Stevenson Ranch, CA, US",34.38949334,-118.6204211,23,23,Quercus agrifolia,coast live oak
10/21/2021,2021-12-06 21:49:20 UTC,2,"Los Angeles, CA, USA",34.14012207,-118.2842095,15,15,Quercus agrifolia,coast live oak
10/29/2021,2024-06-07 04:08:30 UTC,1,"Peters Cir, Glendale, CA, US",34.19307768,-118.2425193,20,20,Quercus agrifolia,coast live oak
10/29/2021,2024-06-07 04:09:38 UTC,1,"Glendale, CA, US",34.19260135,-118.2426421,8,8,Quercus agrifolia,coast live oak
10/31/2021,2021-11-02 06:23:59 UTC,0,"Griffith Park, Los Angeles County, US-CA, US",34.12724686,-118.3114395,4,4,Quercus agrifolia,coast live oak
11/3/2021,2021-11-07 00:36:19 UTC,0,"North Arroyo, Pasadena, CA, USA",34.206703,-118.1671466,5,5,Quercus agrifolia,coast live oak
11/3/2021,2021-11-03 21:10:43 UTC,0,"Los Angeles County, US-CA, US",34.21107167,-118.1682367,4005,4005,Quercus agrifolia,coast live oak
11/4/2021,2021-11-06 20:44:42 UTC,0,"El Monte, CA 91733, USA",34.03120004,-118.0570213,6,6,Quercus agrifolia,coast live oak
11/5/2021,2021-11-05 16:24:40 UTC,0,"Arcadia High School, Arcadia, CA, US",34.1292805,-118.0383305,4,4,Quercus agrifolia,coast live oak
11/5/2021,2021-11-05 17:16:36 UTC,0,"Arcadia High School, Arcadia, CA, US",34.12926446,-118.0386026,9,9,Quercus agrifolia,coast live oak
11/3/2021,2021-11-06 03:30:49 UTC,1,"Angeles National Forest, Pasadena, CA, US",34.21009767,-118.1709463,625,625,Quercus agrifolia,coast live oak
11/3/2021,2021-11-05 20:56:24 UTC,0,"Los Angeles County, US-CA, US",34.20876089,-118.1699506,152,152,Quercus agrifolia,coast live oak
11/3/2021,2021-11-18 19:06:59 UTC,0,"Los Angeles County, US-CA, US",34.20877395,-118.1697982,8,8,Quercus agrifolia,coast live oak
11/6/2021,2021-11-13 05:09:30 UTC,1,"Hansen Dam Recreation Area, Los Angeles, CA, US",34.26569667,-118.37168,9,9,Quercus agrifolia,coast live oak
11/7/2021,2023-01-11 17:20:49 UTC,1,"El Monte, CA 91733, USA",34.04332897,-118.0616616,264,264,Quercus agrifolia,coast live oak
11/6/2021,2021-11-07 21:38:00 UTC,0,"Altadena, CA, USA",34.1990392,-118.1599927,1100,1100,Quercus agrifolia,coast live oak
11/7/2021,2021-11-07 22:04:08 UTC,0,"Vincent Lugo Park, San Gabriel, CA, US",34.0837241,-118.1056757,65,65,Quercus agrifolia,coast live oak
11/5/2021,2021-11-08 01:20:51 UTC,0,"Arcadia High School, Arcadia, CA, US",34.12936384,-118.0372138,20,20,Quercus agrifolia,coast live oak
11/8/2021,2021-11-09 00:15:34 UTC,1,"Parkview Ave, Pasadena, CA, US",34.17266123,-118.1748054,9,9,Quercus agrifolia,coast live oak
11/8/2021,2021-11-11 19:16:58 UTC,1,"South Arroyo, Pasadena, CA, USA",34.13887022,-118.1680374,,,Quercus agrifolia,coast live oak
11/5/2021,2021-11-09 07:11:35 UTC,0,"Arcadia High School, Arcadia, CA, US",34.12978617,-118.0371945,35,35,Quercus agrifolia,coast live oak
11/7/2021,2021-11-09 08:27:24 UTC,0,"Vincent Lugo Park, San Gabriel, CA, US",34.084525,-118.1075445,4,4,Quercus agrifolia,coast live oak
11/9/2021,2023-01-10 12:00:23 UTC,1,"Echo Park Lake, Los Angeles, CA, US",34.07289712,-118.2600115,4,4,Quercus agrifolia,coast live oak
11/9/2021,2021-11-26 18:36:16 UTC,1,"Angeles National Forest, Altadena, CA, US",34.21766333,-118.1462555,5,5,Quercus agrifolia,coast live oak
11/5/2021,2023-09-13 19:42:21 UTC,1,"W Mountain St, Glendale, CA, US",34.18176333,-118.2763367,5,5,Quercus agrifolia,coast live oak
11/3/2021,2021-11-11 02:39:33 UTC,1,"Angeles National Forest, Pasadena, CA, US",34.20889667,-118.170105,30,30,Quercus agrifolia,coast live oak
11/11/2021,2021-11-13 03:00:06 UTC,1,"White Point Nature Preserve & Education Center, Los Angeles, CA, US",33.71673124,-118.3150746,51,51,Quercus agrifolia,coast live oak
11/11/2021,2021-11-12 06:03:06 UTC,1,"Temescal Canyon Trail, Pacific Palisades, CA, USA",34.05964177,-118.5336722,1101,1101,Quercus agrifolia,coast live oak
11/11/2021,2021-11-12 02:03:14 UTC,0,"Temescal Canyon Trail, Pacific Palisades, CA, USA",34.05964177,-118.5336722,1101,1101,Quercus agrifolia,coast live oak
11/13/2021,2024-09-23 04:27:16 UTC,1,"Kenneth Hahn State Recreation Area, Los Angeles, CA, US",34.00853333,-118.3662333,5,5,Quercus agrifolia,coast live oak
11/13/2021,2022-05-30 09:35:11 UTC,0,"North La Verne, Claremont, CA, US",34.13281667,-117.74025,10,10,Quercus agrifolia,coast live oak
11/13/2021,2022-05-26 06:38:27 UTC,1,"881 N. Lake St, Space 229, Hemet, CA 92544, USA",34.124692,-117.855951,,,Quercus agrifolia,coast live oak
11/11/2021,2021-11-16 15:29:59 UTC,1,"Glendora, CA 91740, USA",34.12326197,-117.850073,,,Quercus agrifolia,coast live oak
11/11/2021,2022-05-26 06:38:21 UTC,1,"Glendora, CA 91740, USA",34.12272997,-117.852903,,,Quercus agrifolia,coast live oak
11/13/2021,2021-11-14 07:32:29 UTC,0,"Topanga State Park, Los Angeles, CA, US",34.07566117,-118.5105133,5,5,Quercus agrifolia,coast live oak
11/3/2021,2021-11-14 18:53:15 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.20486437,-118.1662503,40,40,Quercus agrifolia,coast live oak
10/19/2021,2021-11-14 18:52:50 UTC,1,"N Arroyo Blvd, Pasadena, CA, US",34.20575,-118.1662722,392,392,Quercus agrifolia,coast live oak
10/19/2021,2021-11-14 23:12:01 UTC,0,"Florecita Cres, Pasadena, CA, US",34.2040717,-118.16492,300,300,Quercus agrifolia,coast live oak
11/2/2021,2021-11-15 01:40:24 UTC,1,"Los Angeles County, US-CA, US",34.20684739,-118.1678128,16,16,Quercus agrifolia,coast live oak
11/14/2021,2022-03-06 05:34:26 UTC,1,"Topanga State Park, Los Angeles, CA, US",34.09955283,-118.5786667,4,4,Quercus agrifolia,coast live oak
10/19/2021,2021-11-16 06:20:57 UTC,2,"Los Angeles County, US-CA, US",34.20565434,-118.1659404,7,7,Quercus agrifolia,coast live oak
11/11/2021,2021-11-16 05:47:51 UTC,1,"Glendora, CA 91740, USA",34.124515,-117.855637,,,Quercus agrifolia,coast live oak
11/15/2021,2021-11-17 04:21:43 UTC,1,"Park Row Dr, Los Angeles, CA, US",34.08317993,-118.2338636,4,4,Quercus agrifolia,coast live oak
11/15/2021,2021-11-16 05:45:46 UTC,1,"Los Angeles, CA 90024, USA",34.07417297,-118.4548781,7,7,Quercus agrifolia,coast live oak
10/15/2021,2021-12-06 20:00:17 UTC,3,"Kinneloa Mesa, Pasadena, CA, US",34.18585474,-118.0924721,403,403,Quercus agrifolia,coast live oak
11/17/2021,2021-11-18 22:04:11 UTC,0,"Los Angeles County, US-CA, US",34.21798333,-118.1763917,10,10,Quercus agrifolia,coast live oak
11/17/2021,2021-11-18 03:53:37 UTC,0,"Los Angeles County, US-CA, US",34.21792658,-118.176348,5,5,Quercus agrifolia,coast live oak
11/16/2021,2021-11-23 01:02:39 UTC,0,"Griffith Park, Los Angeles, CA, US",34.13712503,-118.2891109,545,545,Quercus agrifolia,coast live oak
11/17/2021,2021-11-26 20:32:43 UTC,0,"Griffith Park, Los Angeles, CA, US",34.133975,-118.2909083,4,4,Quercus agrifolia,coast live oak
11/17/2021,2021-11-18 02:56:19 UTC,1,"Griffith Park, Los Angeles, CA, US",34.13381117,-118.2911383,4,4,Quercus agrifolia,coast live oak
11/17/2021,2021-11-17 21:38:10 UTC,0,"Griffith Park, Los Angeles, CA, US",34.13355283,-118.29148,4,4,Quercus agrifolia,coast live oak
11/12/2021,2022-05-26 06:36:42 UTC,1,"Glendora, CA, USA",34.12139297,-117.848039,,,Quercus agrifolia,coast live oak
11/12/2021,2021-11-19 17:46:48 UTC,1,"Los Angeles, California, United States",34.12562197,-117.850291,,,Quercus agrifolia,coast live oak
11/13/2021,2024-09-21 00:35:02 UTC,1,"Los Angeles County, CA, USA",34.37704585,-118.4713018,11,11,Quercus agrifolia,coast live oak
11/19/2021,2023-07-08 06:56:35 UTC,1,"East Central, Pasadena, CA, US",34.18701167,-118.1019888,112,112,Quercus agrifolia,coast live oak
11/13/2021,2021-11-20 05:52:49 UTC,0,"Los Angeles, California, United States",34.03649997,-117.875794,,,Quercus agrifolia,coast live oak
11/13/2021,2023-01-10 12:02:42 UTC,1,"Walnut, CA, USA",34.039031,-117.8822,,,Quercus agrifolia,coast live oak
11/20/2021,2024-11-23 17:47:20 UTC,0,"Santa Monica Mountains National Recreation Area, Topanga, CA, US",34.09613212,-118.6173107,10,10,Quercus agrifolia,coast live oak
